,Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
1963,11.0,12.0,4,Laptop & Accessory,3,Married,3,0,7.0,153.21,0
2956,12.0,7.0,4,Fashion,3,Single,6,1,1.0,203.61,0
1967,11.0,24.0,5,Laptop & Accessory,1,Married,4,1,0.0,158.11,0
2317,2.0,,4,Mobile Phone,2,Married,7,0,3.0,125.32,0
363,9.0,9.0,6,Others,4,Single,4,1,12.0,313.24,1
3710,9.0,22.0,4,Laptop & Accessory,5,Divorced,5,0,2.0,156.47,0
1390,,18.0,4,Mobile Phone,5,Married,2,0,0.0,120.33,1
1793,15.0,19.0,4,Mobile Phone,2,Divorced,5,1,1.0,172.66,0
567,1.0,15.0,5,Mobile Phone,4,Single,3,0,1.0,137.61,1
2721,10.0,18.0,4,Fashion,1,Married,2,0,,222.38,0
2841,28.0,32.0,1,Others,4,Married,5,1,4.0,296.36,0
2893,12.0,9.0,2,Laptop & Accessory,5,Single,8,1,13.0,184.8,0
2566,2.0,8.0,4,Mobile Phone,5,Single,3,1,0.0,136.46,1
1296,6.0,7.0,4,Laptop & Accessory,5,Married,6,0,3.0,165.87,0
3449,4.0,9.0,5,Laptop & Accessory,2,Single,7,1,1.0,193.77,0
995,4.0,10.0,1,Mobile Phone,3,Married,9,0,2.0,139.78,0
1953,20.0,15.0,5,Laptop & Accessory,5,Married,10,1,8.0,171.15,0
2407,,13.0,1,Mobile Phone,1,Married,5,0,2.0,120.89,0
1049,3.0,28.0,4,Laptop & Accessory,3,Married,3,1,0.0,163.8,1
1141,19.0,31.0,4,Mobile Phone,4,Single,3,0,5.0,146.77,0
3440,24.0,8.0,5,Laptop & Accessory,4,Married,6,0,2.0,154.82,0
3205,1.0,9.0,6,Laptop & Accessory,1,Single,5,0,1.0,175.71,0
1036,15.0,20.0,4,Laptop & Accessory,3,Single,8,0,3.0,162.44,0
1843,0.0,31.0,1,Mobile Phone,2,Single,2,1,1.0,129.94,0
155,4.0,14.0,4,Laptop & Accessory,3,Married,3,0,10.0,159.91,0
3614,8.0,12.0,5,Laptop & Accessory,1,Married,3,0,14.0,164.86,0
599,1.0,36.0,4,Laptop & Accessory,3,Married,7,0,1.0,168.06,0
1586,30.0,30.0,4,Grocery,4,Married,6,1,10.0,259.02,0
730,12.0,15.0,3,Laptop & Accessory,5,Married,2,0,9.0,151.51,0
1279,8.0,16.0,3,Mobile Phone,1,Married,2,0,2.0,139.17,0
931,27.0,28.0,3,Grocery,3,Married,4,0,7.0,274.26,0
499,6.0,22.0,3,Laptop & Accessory,1,Married,2,1,2.0,153.68,0
578,1.0,35.0,5,Laptop & Accessory,5,Single,5,0,4.0,167.84,1
1199,26.0,29.0,3,Grocery,1,Single,7,0,8.0,242.75,0
1170,12.0,17.0,3,Fashion,1,Married,2,0,7.0,176.54,1
527,6.0,11.0,4,Mobile Phone,4,Divorced,4,0,3.0,164.31,0
655,2.0,8.0,3,Grocery,2,Married,8,0,,221.69,1
3295,20.0,11.0,5,Others,4,Married,4,0,9.0,312.89,0
1824,6.0,9.0,4,Mobile Phone,4,Divorced,3,0,8.0,148.7,0
1053,1.0,16.0,4,Mobile Phone,5,Single,3,0,1.0,150.52,0
2144,18.0,36.0,4,Laptop & Accessory,1,Single,3,0,18.0,170.41,0
1209,60.0,27.0,3,Grocery,1,Married,5,1,0.0,278.75,0
3646,20.0,10.0,4,Grocery,4,Married,10,0,2.0,291.06,0
117,14.0,15.0,4,Laptop & Accessory,5,Married,4,1,1.0,190.16,0
769,1.0,15.0,4,Laptop & Accessory,4,Married,3,0,8.0,187.14,0
3586,1.0,15.0,6,Mobile Phone,5,Married,3,1,8.0,146.19,1
2197,6.0,10.0,4,Laptop & Accessory,5,Divorced,3,0,4.0,192.25,0
1129,5.0,10.0,3,Mobile Phone,4,Married,3,0,2.0,139.31,0
1997,20.0,21.0,4,Mobile Phone,4,Married,11,1,4.0,174.63,1
863,28.0,10.0,4,Grocery,1,Married,5,0,10.0,302.79,0
120,2.0,15.0,5,Mobile Phone,2,Married,3,0,5.0,174.36,0
678,0.0,15.0,3,Mobile Phone,5,Single,3,1,0.0,131.72,1
3530,2.0,33.0,5,Laptop & Accessory,5,Married,3,0,5.0,172.24,0
3465,0.0,6.0,4,Laptop & Accessory,1,Married,7,0,2.0,147.75,0
3830,4.0,12.0,4,Mobile Phone,5,Married,7,0,31.0,157.04,0
657,11.0,6.0,3,Laptop & Accessory,1,Married,8,0,9.0,147.35,0
376,23.0,7.0,4,Mobile Phone,5,Married,4,0,3.0,160.8,0
272,16.0,32.0,3,Grocery,1,Married,2,1,12.0,269.59,0
3144,30.0,31.0,3,Fashion,5,Single,8,0,9.0,176.37,0
46,5.0,9.0,4,Mobile Phone,1,Married,2,1,3.0,151.95,0
1030,9.0,7.0,5,Mobile Phone,3,Married,8,0,8.0,147.58,0
911,,12.0,3,Mobile Phone,3,Married,9,0,2.0,122.67,0
806,14.0,6.0,3,Laptop & Accessory,5,Married,1,0,7.0,141.03,0
1287,30.0,6.0,3,Laptop & Accessory,3,Divorced,3,0,2.0,167.55,0
1179,18.0,10.0,3,Laptop & Accessory,4,Married,2,0,8.0,144.47,0
4,30.0,15.0,4,Others,4,Single,8,0,8.0,322.17,0
1746,9.0,33.0,3,Laptop & Accessory,3,Married,7,0,7.0,152.37,0
2619,9.0,10.0,4,Laptop & Accessory,1,Single,2,0,8.0,158.1,0
3732,0.0,,3,Mobile Phone,1,Single,2,1,2.0,123.23,1
2857,0.0,16.0,3,Mobile Phone,3,Single,2,1,1.0,110.09,1
1124,6.0,7.0,4,Mobile Phone,1,Married,2,0,3.0,148.14,0
870,1.0,21.0,5,Mobile Phone,4,Married,3,1,3.0,162.43,1
706,24.0,15.0,3,Others,4,Married,5,1,10.0,298.47,0
1883,0.0,15.0,4,Mobile Phone,3,Divorced,1,1,0.0,133.88,1
2671,,6.0,3,Mobile Phone,3,Divorced,2,0,1.0,112.23,0
3017,0.0,6.0,4,Mobile Phone,5,Divorced,2,0,3.0,139.55,0
2684,6.0,31.0,4,Laptop & Accessory,2,Divorced,3,0,8.0,178.09,0
2478,9.0,6.0,3,Laptop & Accessory,1,Married,2,1,11.0,162.01,0
1206,0.0,10.0,5,Fashion,1,Married,2,0,8.0,204.0,1
593,6.0,6.0,1,Laptop & Accessory,4,Divorced,2,1,2.0,154.88,0
50,3.0,6.0,3,Laptop & Accessory,1,Single,2,0,7.0,140.11,0
886,2.0,7.0,6,Laptop & Accessory,2,Divorced,2,0,6.0,191.74,0
2208,8.0,17.0,2,Laptop & Accessory,1,Married,3,0,3.0,172.24,0
3243,10.0,10.0,4,Mobile Phone,4,Divorced,3,0,8.0,161.92,0
2017,6.0,9.0,4,Mobile Phone,4,Married,3,0,8.0,148.7,0
866,26.0,13.0,2,Grocery,3,Divorced,4,0,3.0,248.14,0
1166,6.0,15.0,5,Laptop & Accessory,4,Married,3,1,10.0,177.28,0
1230,8.0,24.0,3,Laptop & Accessory,5,Married,1,0,4.0,0.0,0
2889,8.0,9.0,4,Laptop & Accessory,2,Single,3,0,5.0,187.74,0
2117,7.0,8.0,3,Laptop & Accessory,2,Single,2,0,4.0,162.74,0
1010,0.0,10.0,3,Mobile Phone,4,Single,2,0,2.0,132.95,0
3140,5.0,7.0,3,Laptop & Accessory,5,Married,5,0,2.0,140.87,0
406,16.0,,3,Mobile Phone,2,Single,1,0,7.0,124.55,0
2942,1.0,24.0,4,Mobile Phone,4,Married,3,0,1.0,147.1,1
2693,18.0,7.0,5,Laptop & Accessory,3,Single,6,0,3.0,184.85,0
19,0.0,18.0,1,Mobile Phone,4,Single,2,0,0.0,127.16,1
709,1.0,20.0,4,Laptop & Accessory,3,Single,5,1,,223.54,1
35,0.0,,3,Mobile Phone,5,Married,4,0,0.0,123.22,0
3677,1.0,11.0,6,Fashion,1,Married,3,0,,229.0,1
539,,13.0,3,Mobile Phone,5,Single,4,1,3.0,121.66,1
2809,26.0,11.0,4,Grocery,1,Married,4,0,5.0,290.55,0
955,6.0,9.0,4,Mobile Phone,5,Single,3,0,3.0,149.39,0
2036,16.0,18.0,4,Grocery,4,Married,2,0,9.0,243.36,0
2098,7.0,8.0,4,Laptop & Accessory,5,Married,7,0,9.0,159.57,0
553,3.0,9.0,4,Mobile Phone,4,Married,2,0,5.0,152.03,0
3286,16.0,10.0,2,Laptop & Accessory,1,Married,4,1,4.0,177.31,0
1873,19.0,19.0,3,Laptop & Accessory,4,Single,7,0,9.0,155.62,0
3828,8.0,14.0,4,Fashion,4,Single,2,0,12.0,244.94,0
248,19.0,11.0,6,Fashion,3,Married,6,0,,222.56,0
817,9.0,11.0,3,Fashion,5,Married,5,0,2.0,180.08,0
1511,11.0,8.0,3,Laptop & Accessory,5,Married,4,0,7.0,168.93,0
2918,7.0,7.0,5,Laptop & Accessory,2,Single,2,0,5.0,194.49,0
156,16.0,30.0,4,Grocery,2,Single,4,0,1.0,284.92,0
1852,7.0,11.0,4,Laptop & Accessory,1,Married,2,0,13.0,139.86,0
645,12.0,36.0,4,Laptop & Accessory,2,Divorced,5,0,8.0,187.61,0
3191,0.0,,4,Mobile Phone,3,Single,2,0,2.0,126.25,1
3737,9.0,8.0,5,Mobile Phone,5,Single,3,0,3.0,149.5,0
1439,8.0,16.0,4,Fashion,2,Married,2,0,,210.0,0
588,1.0,31.0,5,Mobile Phone,3,Single,7,1,4.0,145.28,1
3831,0.0,7.0,3,Mobile Phone,1,Married,10,1,2.0,147.87,1
1935,15.0,14.0,3,Laptop & Accessory,4,Married,1,0,2.0,168.25,0
2008,7.0,11.0,5,Mobile Phone,4,Divorced,10,0,3.0,163.38,0
2312,,27.0,3,Mobile Phone,2,Divorced,8,0,2.0,122.58,0
129,3.0,11.0,4,Mobile Phone,2,Married,10,0,3.0,137.61,0
3907,2.0,,3,Mobile Phone,5,Divorced,8,1,2.0,124.04,1
2236,6.0,9.0,3,Mobile Phone,3,Married,2,1,0.0,129.09,0
1019,1.0,8.0,3,Laptop & Accessory,4,Married,5,0,4.0,148.55,1
3901,13.0,7.0,4,Mobile Phone,3,Married,9,0,3.0,147.32,0
192,31.0,9.0,5,Grocery,2,Single,5,1,4.0,262.26,0
1196,27.0,9.0,5,Fashion,4,Divorced,4,0,13.0,200.25,0
1031,9.0,32.0,5,Laptop & Accessory,2,Single,6,0,3.0,161.81,0
725,9.0,6.0,4,Fashion,5,Married,3,0,,215.69,0
625,4.0,14.0,3,Fashion,2,Married,2,0,9.0,207.93,0
182,0.0,24.0,1,Laptop & Accessory,3,Divorced,3,0,2.0,162.32,0
306,19.0,14.0,3,Laptop & Accessory,3,Divorced,6,0,3.0,189.34,0
2925,1.0,31.0,6,Mobile Phone,2,Single,3,1,1.0,148.4,1
3606,10.0,15.0,4,Laptop & Accessory,2,Married,6,0,8.0,175.79,0
1105,6.0,7.0,4,Laptop & Accessory,4,Married,3,0,10.0,187.2,0
3665,18.0,14.0,3,Laptop & Accessory,2,Divorced,10,0,8.0,136.97,0
3739,14.0,31.0,4,Laptop & Accessory,1,Married,3,0,8.0,158.19,0
2950,20.0,11.0,3,Others,3,Married,5,0,1.0,283.0,0
1116,18.0,35.0,2,Grocery,2,Divorced,5,1,12.0,258.2,0
2899,,6.0,5,Mobile Phone,3,Single,2,0,0.0,113.59,1
2486,1.0,16.0,5,Mobile Phone,5,Single,9,0,4.0,159.07,1
1313,1.0,16.0,5,Mobile Phone,3,Married,2,1,1.0,158.88,1
16,,21.0,5,Mobile Phone,1,Married,1,1,3.0,121.68,0
3911,16.0,21.0,4,Laptop & Accessory,2,Divorced,4,0,2.0,168.04,0
562,5.0,11.0,3,Laptop & Accessory,4,Divorced,2,0,3.0,165.24,0
682,10.0,15.0,2,Fashion,5,Married,11,0,6.0,242.13,0
3484,8.0,32.0,3,Laptop & Accessory,5,Married,3,0,0.0,142.86,1
3570,12.0,30.0,4,Laptop & Accessory,2,Married,11,0,3.0,182.45,0
1632,8.0,,4,Mobile Phone,2,Divorced,2,0,2.0,123.76,0
997,1.0,15.0,4,Fashion,3,Single,3,0,,212.26,0
2644,11.0,8.0,3,Mobile Phone,3,Divorced,7,1,1.0,130.57,0
830,13.0,6.0,3,Laptop & Accessory,1,Married,5,0,3.0,165.13,0
228,10.0,10.0,5,Fashion,1,Married,6,0,,221.99,0
2322,9.0,30.0,4,Mobile Phone,5,Married,5,1,3.0,165.14,0
1985,0.0,8.0,4,Mobile Phone,2,Single,8,0,0.0,127.85,1
2849,12.0,32.0,5,Fashion,4,Married,5,0,2.0,245.61,0
3875,18.0,6.0,1,Others,1,Married,1,0,7.0,292.02,0
2579,13.0,20.0,5,Grocery,4,Married,8,1,3.0,296.23,0
2337,5.0,14.0,1,Laptop & Accessory,2,Divorced,2,0,8.0,162.09,0
1861,13.0,28.0,6,Laptop & Accessory,3,Married,8,0,3.0,182.36,0
3274,7.0,27.0,1,Laptop & Accessory,1,Single,2,0,7.0,153.37,0
1090,5.0,10.0,4,Mobile Phone,5,Married,3,1,4.0,155.65,0
481,1.0,7.0,4,Laptop & Accessory,4,Divorced,2,1,5.0,188.49,0
992,15.0,12.0,2,Laptop & Accessory,4,Single,5,0,3.0,193.7,0
3906,15.0,10.0,3,Laptop & Accessory,5,Single,8,0,5.0,151.55,0
3193,,7.0,4,Mobile Phone,3,Married,2,0,0.0,115.63,0
661,3.0,6.0,4,Fashion,3,Single,2,0,8.0,184.74,0
3609,6.0,10.0,4,Mobile Phone,4,Divorced,9,0,2.0,138.38,0
1285,3.0,31.0,3,Laptop & Accessory,3,Married,8,1,2.0,147.36,0
1219,14.0,12.0,3,Fashion,1,Single,4,1,0.0,235.91000000000005,0
1519,,14.0,4,Mobile Phone,4,Single,2,0,0.0,112.61,1
3497,0.0,,3,Mobile Phone,1,Single,2,0,2.0,126.1,0
1665,8.0,10.0,4,Mobile Phone,2,Divorced,2,0,3.0,162.37,0
3812,27.0,9.0,3,Laptop & Accessory,5,Divorced,3,0,5.0,159.4,0
1376,29.0,7.0,2,Grocery,2,Married,4,0,1.0,272.32,0
3726,1.0,16.0,4,Mobile Phone,2,Single,3,1,3.0,148.23,1
3345,6.0,31.0,4,Laptop & Accessory,1,Married,3,0,8.0,178.09,0
1756,3.0,15.0,5,Laptop & Accessory,2,Divorced,3,1,3.0,175.56,0
162,23.0,,3,Mobile Phone,1,Married,5,0,0.0,123.8,0
1872,14.0,13.0,4,Grocery,1,Single,3,1,8.0,289.37,0
994,1.0,18.0,5,Mobile Phone,5,Single,3,1,1.0,151.0,1
3374,2.0,33.0,3,Laptop & Accessory,3,Divorced,5,0,1.0,143.35,0
3940,2.0,7.0,3,Laptop & Accessory,5,Married,1,0,2.0,153.73,0
912,1.0,9.0,6,Mobile Phone,1,Married,7,1,3.0,159.64,1
2132,29.0,9.0,5,Grocery,5,Single,9,0,3.0,292.56,0
2090,18.0,8.0,4,Laptop & Accessory,1,Married,2,0,9.0,157.7,0
2481,1.0,15.0,4,Mobile Phone,5,Married,3,1,1.0,148.98,1
99,2.0,23.0,4,Fashion,5,Single,2,0,9.0,179.88,0
3675,27.0,9.0,2,Grocery,4,Single,6,0,9.0,290.98,0
2939,3.0,28.0,4,Laptop & Accessory,3,Divorced,3,1,0.0,163.8,1
257,15.0,12.0,3,Fashion,5,Married,10,0,7.0,233.48,0
104,15.0,9.0,4,Grocery,5,Divorced,9,0,9.0,290.95,0
1556,16.0,16.0,5,Others,1,Single,10,0,2.0,321.13,0
1553,15.0,17.0,6,Laptop & Accessory,4,Single,3,0,10.0,186.51,0
1807,0.0,19.0,3,Laptop & Accessory,5,Married,3,0,2.0,142.33,1
605,30.0,21.0,3,Grocery,3,Married,3,1,2.0,257.87,0
647,0.0,26.0,3,Laptop & Accessory,3,Single,2,0,7.0,199.81,0
1864,13.0,9.0,4,Mobile Phone,3,Divorced,2,1,2.0,126.83,1
2356,0.0,30.0,4,Laptop & Accessory,4,Single,1,1,10.0,145.99,1
2480,8.0,5.0,3,Fashion,5,Married,2,0,8.0,190.69,0
410,9.0,16.0,3,Fashion,1,Single,2,0,7.0,199.8,0
1213,20.0,20.0,3,Laptop & Accessory,3,Married,4,1,2.0,145.91,0
2553,,29.0,3,Mobile Phone,1,Single,10,0,2.0,122.01,0
3367,0.0,8.0,4,Laptop & Accessory,4,Single,8,1,2.0,199.07,1
1847,5.0,9.0,4,Laptop & Accessory,1,Single,6,1,6.0,190.82,0
2300,4.0,8.0,3,Laptop & Accessory,5,Single,8,0,3.0,153.32,0
3699,1.0,36.0,5,Mobile Phone,4,Single,2,0,5.0,159.79,1
462,19.0,14.0,4,Mobile Phone,3,Divorced,6,1,3.0,169.77,0
2604,4.0,6.0,3,Laptop & Accessory,1,Single,9,1,5.0,159.93,1
1412,14.0,6.0,4,Others,3,Divorced,2,0,10.0,291.89,0
3486,11.0,17.0,4,Mobile Phone,5,Married,8,0,4.0,159.52,0
2287,11.0,18.0,4,Fashion,1,Married,3,1,8.0,246.85,0
915,1.0,16.0,5,Laptop & Accessory,5,Single,9,0,4.0,159.07,1
3808,30.0,13.0,3,Grocery,5,Divorced,11,0,8.0,257.12,0
643,24.0,36.0,5,Grocery,3,Married,2,0,8.0,295.46,0
2728,2.0,21.0,4,Laptop & Accessory,3,Single,1,1,8.0,141.93,0
3600,1.0,7.0,4,Mobile Phone,4,Single,3,1,3.0,148.02,1
1969,0.0,,3,Mobile Phone,2,Divorced,2,1,0.0,125.15,1
266,10.0,18.0,5,Laptop & Accessory,1,Married,6,0,1.0,191.52,0
1792,1.0,21.0,4,Mobile Phone,2,Divorced,7,1,5.0,149.36,1
1544,15.0,32.0,3,Fashion,5,Divorced,4,1,0.0,231.91000000000005,0
2479,0.0,6.0,4,Laptop & Accessory,5,Divorced,6,0,0.0,142.98,0
2190,0.0,35.0,3,Mobile Phone,5,Married,2,0,2.0,139.07,0
2892,,21.0,5,Mobile Phone,2,Divorced,1,1,3.0,121.68,0
1989,27.0,11.0,3,Others,5,Married,5,0,2.0,294.06,0
662,7.0,23.0,4,Laptop & Accessory,1,Married,3,1,3.0,178.68,0
3919,12.0,8.0,4,Laptop & Accessory,3,Single,2,0,10.0,145.53,0
2718,21.0,,1,Mobile Phone,4,Single,6,0,0.0,125.59,0
2989,4.0,19.0,4,Laptop & Accessory,3,Single,2,0,5.0,190.77,0
3679,1.0,16.0,4,Mobile Phone,3,Divorced,3,0,3.0,152.42,1
2178,17.0,17.0,4,Mobile Phone,2,Single,2,0,8.0,149.55,0
3534,13.0,22.0,4,Grocery,5,Single,2,0,11.0,258.41,0
500,17.0,13.0,5,Laptop & Accessory,3,Single,3,1,9.0,165.81,0
2038,16.0,10.0,4,Fashion,1,Single,4,0,17.0,202.31,0
1906,16.0,7.0,5,Laptop & Accessory,1,Married,11,1,3.0,185.62,0
3441,8.0,12.0,3,Mobile Phone,3,Married,1,1,2.0,135.06,0
148,1.0,20.0,5,Mobile Phone,5,Married,6,1,1.0,148.35,1
1675,1.0,13.0,3,Laptop & Accessory,5,Single,1,0,3.0,148.98,0
2212,4.0,14.0,4,Laptop & Accessory,5,Married,9,0,3.0,172.79,0
1464,2.0,13.0,3,Laptop & Accessory,2,Married,2,1,0.0,166.23,0
2802,9.0,18.0,4,Mobile Phone,3,Married,9,1,3.0,151.6,0
3835,12.0,10.0,4,Mobile Phone,3,Divorced,5,0,3.0,153.21,0
3578,27.0,7.0,3,Grocery,1,Single,7,0,7.0,273.28,0
3292,15.0,35.0,3,Laptop & Accessory,3,Married,3,0,2.0,145.56,0
683,1.0,14.0,4,Mobile Phone,4,Single,3,0,1.0,151.79,1
1977,0.0,26.0,5,Laptop & Accessory,3,Married,4,1,2.0,145.59,1
2881,8.0,8.0,4,Mobile Phone,5,Married,7,0,4.0,154.96,0
188,17.0,9.0,4,Mobile Phone,1,Single,2,0,9.0,160.39,0
1205,7.0,14.0,1,Laptop & Accessory,3,Married,2,0,8.0,167.99,0
627,10.0,,3,Mobile Phone,1,Married,2,1,2.0,123.26,0
2470,13.0,7.0,5,Grocery,1,Married,3,0,9.0,252.42,0
3277,6.0,36.0,5,Mobile Phone,4,Single,3,0,2.0,153.37,0
2143,15.0,21.0,4,Mobile Phone,3,Married,6,0,9.0,149.51,0
200,0.0,22.0,3,Fashion,5,Single,3,1,0.0,185.64,1
3468,6.0,8.0,3,Mobile Phone,3,Divorced,2,0,4.0,136.0,0
2638,25.0,21.0,4,Laptop & Accessory,1,Married,6,0,8.0,174.36,0
298,23.0,8.0,3,Grocery,3,Married,6,0,3.0,276.39,0
799,,6.0,4,Mobile Phone,3,Married,2,0,3.0,120.07,0
407,6.0,31.0,3,Laptop & Accessory,3,Divorced,2,0,1.0,145.39,0
123,11.0,20.0,3,Laptop & Accessory,4,Married,1,0,7.0,199.24,0
205,9.0,9.0,4,Laptop & Accessory,1,Married,4,0,8.0,182.62,0
868,22.0,6.0,4,Grocery,3,Single,8,1,7.0,239.64,0
2597,1.0,15.0,4,Mobile Phone,1,Single,3,0,5.0,159.45,0
1546,0.0,31.0,3,Mobile Phone,1,Single,2,1,1.0,127.95,1
1905,26.0,19.0,2,Laptop & Accessory,5,Married,2,0,3.0,144.5,0
1863,28.0,6.0,3,Others,5,Single,1,1,13.0,290.45,0
3820,9.0,14.0,5,Mobile Phone,1,Married,3,0,2.0,151.9,0
1875,,9.0,3,Mobile Phone,3,Married,2,0,0.0,120.83,0
3802,5.0,13.0,3,Laptop & Accessory,1,Married,5,0,3.0,192.04,0
1212,13.0,25.0,3,Laptop & Accessory,1,Married,9,1,7.0,127.41,0
1821,7.0,,1,Mobile Phone,3,Divorced,1,0,0.0,125.85,0
2780,12.0,10.0,3,Laptop & Accessory,3,Single,1,0,8.0,150.42,0
1936,15.0,8.0,4,Laptop & Accessory,5,Married,2,0,8.0,166.03,0
887,3.0,6.0,3,Mobile Phone,4,Married,2,0,7.0,137.48,0
1739,1.0,13.0,6,Laptop & Accessory,3,Divorced,6,1,8.0,186.72,1
2568,28.0,26.0,3,Laptop & Accessory,1,Married,4,1,8.0,154.15,0
663,6.0,10.0,4,Laptop & Accessory,5,Married,3,0,4.0,192.25,0
1,7.0,25.0,4,Mobile Phone,1,Married,2,0,7.0,129.29,0
2431,,15.0,3,Mobile Phone,1,Married,2,0,4.0,120.7,0
723,1.0,8.0,4,Mobile Phone,1,Married,11,1,3.0,172.87,1
3567,10.0,31.0,4,Laptop & Accessory,4,Divorced,9,0,9.0,181.74,0
1795,1.0,26.0,2,Laptop & Accessory,1,Single,10,1,5.0,178.04,1
1366,18.0,8.0,4,Mobile Phone,1,Single,8,1,3.0,149.36,0
3714,12.0,17.0,4,Laptop & Accessory,1,Single,3,1,4.0,181.66,0
2853,4.0,14.0,4,Mobile Phone,3,Married,3,0,1.0,137.74,0
1654,0.0,10.0,4,Mobile Phone,3,Single,6,0,2.0,138.94,1
2052,6.0,12.0,2,Mobile Phone,1,Married,5,0,3.0,158.12,0
1193,23.0,23.0,4,Fashion,5,Married,6,0,11.0,232.69,0
3781,0.0,12.0,5,Laptop & Accessory,3,Married,5,1,7.0,161.72,1
1789,0.0,,3,Mobile Phone,4,Single,2,1,2.0,124.78,0
2228,1.0,19.0,3,Mobile Phone,4,Single,3,0,1.0,152.16,1
687,2.0,16.0,4,Laptop & Accessory,1,Single,3,0,8.0,177.53,0
708,,6.0,3,Mobile Phone,3,Single,1,0,5.0,120.58,1
1330,19.0,10.0,4,Others,4,Divorced,3,0,8.0,287.89,0
322,11.0,,3,Mobile Phone,5,Single,4,0,0.0,126.19,0
670,27.0,30.0,4,Grocery,1,Single,8,0,9.0,267.75,0
1540,7.0,12.0,4,Laptop & Accessory,2,Divorced,8,0,,224.98,0
1598,19.0,24.0,3,Fashion,3,Married,6,0,2.0,205.27,0
737,16.0,36.0,4,Laptop & Accessory,4,Married,3,0,9.0,169.34,0
1357,20.0,10.0,2,Grocery,5,Married,4,0,9.0,257.25,0
1946,7.0,11.0,5,Mobile Phone,4,Divorced,8,0,2.0,151.22,0
1011,1.0,16.0,4,Mobile Phone,5,Single,9,0,5.0,167.0,1
3101,,6.0,3,Mobile Phone,1,Single,2,0,7.0,121.15,0
3107,5.0,13.0,3,Laptop & Accessory,2,Divorced,5,0,3.0,192.04,0
1383,1.0,22.0,4,Laptop & Accessory,3,Married,9,0,1.0,173.34,1
1501,0.0,10.0,4,Mobile Phone,2,Divorced,1,0,4.0,131.62,0
1510,0.0,31.0,1,Mobile Phone,1,Single,2,1,1.0,129.94,0
2525,9.0,11.0,3,Laptop & Accessory,4,Single,9,0,7.0,159.14,0
1618,14.0,21.0,4,Laptop & Accessory,5,Married,3,0,3.0,171.39,0
2274,18.0,8.0,3,Laptop & Accessory,4,Divorced,1,0,7.0,148.05,0
1667,1.0,24.0,5,Mobile Phone,1,Married,7,0,4.0,148.67,1
1823,18.0,16.0,4,Mobile Phone,5,Married,3,1,2.0,150.59,0
1447,24.0,35.0,4,Grocery,5,Divorced,6,1,3.0,293.8,0
3815,13.0,8.0,4,Laptop & Accessory,1,Married,3,1,9.0,189.72,0
3847,3.0,12.0,4,Laptop & Accessory,2,Divorced,1,0,7.0,146.27,0
1802,12.0,9.0,4,Mobile Phone,2,Divorced,3,1,1.0,142.02,0
1096,1.0,14.0,6,Laptop & Accessory,3,Single,3,1,7.0,185.74,1
828,3.0,9.0,5,Laptop & Accessory,4,Married,4,0,1.0,191.44,0
3128,17.0,34.0,4,Fashion,5,Married,10,0,2.0,233.2,0
3652,7.0,14.0,4,Laptop & Accessory,5,Married,2,0,4.0,168.73,0
1748,,9.0,3,Mobile Phone,1,Married,2,0,0.0,120.61,0
2995,29.0,33.0,5,Others,1,Married,3,0,14.0,320.86,0
3185,28.0,6.0,4,Laptop & Accessory,3,Single,9,0,1.0,162.8,0
3029,3.0,11.0,4,Laptop & Accessory,3,Married,2,0,2.0,161.18,0
2012,10.0,6.0,5,Laptop & Accessory,1,Married,2,0,3.0,195.25,0
1891,5.0,8.0,3,Laptop & Accessory,3,Single,5,1,7.0,149.98,0
1248,24.0,17.0,4,Grocery,4,Single,4,0,,231.42,0
2959,18.0,9.0,4,Fashion,3,Single,7,1,,227.09,0
1104,13.0,8.0,1,Laptop & Accessory,4,Married,2,0,7.0,142.44,0
556,9.0,23.0,5,Fashion,4,Single,3,0,,211.06,0
1842,7.0,28.0,2,Mobile Phone,4,Married,3,0,14.0,145.28,0
3273,6.0,16.0,4,Laptop & Accessory,2,Divorced,3,1,6.0,188.22,0
3763,17.0,18.0,4,Fashion,3,Married,3,0,10.0,200.1,0
2911,24.0,7.0,5,Mobile Phone,3,Married,4,0,3.0,161.9,0
1934,19.0,7.0,2,Others,1,Married,2,0,8.0,317.02,0
2136,27.0,8.0,4,Fashion,3,Divorced,7,0,0.0,206.86,0
96,8.0,32.0,3,Fashion,1,Single,2,1,7.0,188.37,0
1062,0.0,8.0,1,Mobile Phone,5,Single,8,0,1.0,134.24,0
582,5.0,18.0,4,Mobile Phone,1,Married,5,1,3.0,148.56,0
3266,0.0,8.0,3,Laptop & Accessory,2,Divorced,1,0,2.0,142.27,0
897,10.0,,3,Mobile Phone,2,Divorced,2,1,2.0,123.26,0
1604,18.0,26.0,5,Fashion,5,Married,3,1,7.0,208.51,0
3480,18.0,12.0,4,Fashion,2,Single,7,0,8.0,188.65,0
2087,17.0,6.0,3,Laptop & Accessory,3,Divorced,8,0,0.0,147.68,0
1082,28.0,29.0,4,Grocery,3,Married,5,0,8.0,299.26,0
209,8.0,22.0,3,Fashion,3,Married,5,1,0.0,176.32,0
399,16.0,12.0,4,Grocery,2,Married,5,1,0.0,266.27,0
